player_registry_id,cricsheet_player_id,canonical_name,current_player_role,current_batting_style,current_bowling_style,current_bowling_type_group,appearances,latest_season,external_ids_json,source,batting_hand,bowling_arm,bowling_style,bowling_type_group,player_role,confidence,notes
74,6a26221c,AK Markram,,,,,24,2025,"{""pulseId"":""1667"",""cricbuzzId"":null,""cricinfoId"":""600498""}",curated_manual,,,,,,1.0,
92,84d9c311,Ashutosh Sharma,,,,,24,2025,"{""pulseId"":null,""cricbuzzId"":null,""cricinfoId"":""1131978""}",curated_manual,,,,,,1.0,
71,efc04be7,Noor Ahmad,,,,,24,2025,"{""pulseId"":null,""cricbuzzId"":null,""cricinfoId"":""1182529""}",curated_manual,,,,,,1.0,
39,a4cc73aa,SV Samson,,,,,24,2025,"{""pulseId"":""258"",""cricbuzzId"":null,""cricinfoId"":""425943""}",curated_manual,,,,,,1.0,
304,d1a60072,N Wadhera,,,,,23,2025,"{""pulseId"":null,""cricbuzzId"":null,""cricinfoId"":""1151273""}",curated_manual,,,,,,1.0,
56,fffa744b,Naman Dhir,,,,,23,2025,"{""pulseId"":null,""cricbuzzId"":null,""cricinfoId"":""1287032""}",curated_manual,,,,,,1.0,
70,495d42a5,R Ashwin,,,,,23,2025,"{""pulseId"":""8"",""cricbuzzId"":null,""cricinfoId"":""26421""}",curated_manual,,,,,,1.0,
47,46a9bea1,TU Deshpande,,,,,23,2025,"{""pulseId"":""3257"",""cricbuzzId"":null,""cricinfoId"":""822553""}",curated_manual,,,,,,1.0,
6,d7017798,A Raghuvanshi,,,,,22,2025,"{""pulseId"":null,""cricbuzzId"":null,""cricinfoId"":""1292495""}",curated_manual,,,,,,1.0,
58,23eeb873,DL Chahar,,,,,22,2025,"{""pulseId"":""140"",""cricbuzzId"":null,""cricinfoId"":""447261""}",curated_manual,,,,,,1.0,
114,7dcb9bc9,M Shahrukh Khan,,,,,22,2025,"{""pulseId"":""7779"",""cricbuzzId"":null,""cricinfoId"":""719719""}",curated_manual,,,,,,1.0,
85,2cffab74,Mukesh Kumar,,,,,22,2025,"{""pulseId"":null,""cricbuzzId"":null,""cricinfoId"":""926851""}",curated_manual,,,,,,1.0,
1,7c3b3b78,VG Arora,,,,,22,2025,"{""pulseId"":null,""cricbuzzId"":null,""cricinfoId"":""1209292""}",curated_manual,,,,,,1.0,
811,c05edf8e,Harpreet Brar,,,,,21,2025,"{""pulseId"":""5441"",""cricbuzzId"":null,""cricinfoId"":""1168641""}",curated_manual,,,,,,1.0,
52,9caf69a1,WG Jacks,,,,,21,2025,"{""pulseId"":""3786"",""cricbuzzId"":null,""cricinfoId"":""897549""}",curated_manual,,,,,,1.0,
78,d67d5f00,DA Miller,,,,,20,2025,"{""pulseId"":""187"",""cricbuzzId"":null,""cricinfoId"":""321777""}",curated_manual,,,,,,1.0,
96,759ac88f,MM Sharma,,,,,20,2025,"{""pulseId"":""1107"",""cricbuzzId"":null,""cricinfoId"":""537119""}",curated_manual,,,,,,1.0,
116,c7a995d3,R Sai Kishore,,,,,20,2025,"{""pulseId"":null,""cricbuzzId"":null,""cricinfoId"":""1048739""}",curated_manual,,,,,,1.0,
