season,match_date,source_match_id,match_slug,event_slug,commentary_url,delivery_source_mode,inning,batting_team,bowling_team,ball,event,commentary,timestamp,timestamp_source,primary_team,primary_before_pct,primary_after_pct,primary_delta_pct,secondary_team,secondary_before_pct,secondary_after_pct,secondary_delta_pct,pricing_source_before,pricing_source_after
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,9.1,2,,2026-04-01T16:50:44.556Z,estimated,Lucknow Super Giants,26.4,25.2,-1.2,Delhi Capitals,73.6,74.8,1.2,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,9.2,4,,2026-04-01T16:51:35.667Z,estimated,Lucknow Super Giants,27,28,1,Delhi Capitals,73,72,-1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,9.3,1,,2026-04-01T16:52:26.778Z,estimated,Lucknow Super Giants,26,26,0,Delhi Capitals,74,74,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,9.4,1,,2026-04-01T16:53:17.889Z,estimated,Lucknow Super Giants,21,21,0,Delhi Capitals,79,79,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,9.5,4,,2026-04-01T16:54:09.000Z,estimated,Lucknow Super Giants,22,22,0,Delhi Capitals,78,78,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,9.6,4,,2026-04-01T16:55:00.111Z,estimated,Lucknow Super Giants,12,13,1,Delhi Capitals,88,87,-1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,10.1,1,,2026-04-01T16:55:51.222Z,estimated,Lucknow Super Giants,13,14,1,Delhi Capitals,87,86,-1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,10.2,2,,2026-04-01T16:56:42.333Z,estimated,Lucknow Super Giants,12,12,0,Delhi Capitals,88,88,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,10.3,1,,2026-04-01T16:57:33.444Z,estimated,Lucknow Super Giants,12,12,0,Delhi Capitals,88,88,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,10.4,1,,2026-04-01T16:58:24.556Z,estimated,Lucknow Super Giants,10,11,1,Delhi Capitals,90,89,-1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,10.5,0,,2026-04-01T16:59:15.667Z,estimated,Lucknow Super Giants,11,12,1,Delhi Capitals,89,88,-1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,10.6,1,,2026-04-01T17:00:06.778Z,estimated,Lucknow Super Giants,10,11,1,Delhi Capitals,90,89,-1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,11.1,1,,2026-04-01T17:00:57.889Z,estimated,Lucknow Super Giants,11,10,-1,Delhi Capitals,89,90,1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,11.2,0,,2026-04-01T17:01:49.000Z,estimated,Lucknow Super Giants,13,12,-1,Delhi Capitals,87,88,1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,11.3,0,,2026-04-01T17:02:40.111Z,estimated,Lucknow Super Giants,11,12,1,Delhi Capitals,89,88,-1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,11.4,wd,,2026-04-01T17:03:31.222Z,estimated,Lucknow Super Giants,13,11,-2,Delhi Capitals,87,89,2,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,11.5,1,,2026-04-01T17:04:22.333Z,estimated,Lucknow Super Giants,11,12,1,Delhi Capitals,89,88,-1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,11.6,0,,2026-04-01T17:05:13.444Z,estimated,Lucknow Super Giants,12,12,0,Delhi Capitals,88,88,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,11.7,1,,2026-04-01T17:06:04.556Z,estimated,Lucknow Super Giants,13,12,-1,Delhi Capitals,87,88,1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,12.1,0,,2026-04-01T17:06:55.667Z,estimated,Lucknow Super Giants,13,12,-1,Delhi Capitals,87,88,1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,12.2,1,,2026-04-01T17:07:46.778Z,estimated,Lucknow Super Giants,14,14,0,Delhi Capitals,86,86,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,12.3,1,,2026-04-01T17:08:37.889Z,estimated,Lucknow Super Giants,13,12,-1,Delhi Capitals,87,88,1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,12.4,0,,2026-04-01T17:09:29.000Z,estimated,Lucknow Super Giants,10,11,1,Delhi Capitals,90,89,-1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,12.5,2,,2026-04-01T17:10:20.111Z,estimated,Lucknow Super Giants,10,10,0,Delhi Capitals,90,90,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,12.6,2,,2026-04-01T17:11:11.222Z,estimated,Lucknow Super Giants,10,9,-1,Delhi Capitals,90,91,1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,13.1,1,,2026-04-01T17:12:02.333Z,estimated,Lucknow Super Giants,6,6,0,Delhi Capitals,94,94,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,13.2,2,,2026-04-01T17:12:53.444Z,estimated,Lucknow Super Giants,5,5,0,Delhi Capitals,95,95,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,13.3,0,,2026-04-01T17:13:44.556Z,estimated,Lucknow Super Giants,3,3,0,Delhi Capitals,97,97,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,13.4,6,,2026-04-01T17:14:35.667Z,estimated,Lucknow Super Giants,3,2,-1,Delhi Capitals,97,98,1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,13.5,4,,2026-04-01T17:15:26.778Z,estimated,Lucknow Super Giants,2.2,2.9,0.7,Delhi Capitals,97.8,97.1,-0.7,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,13.6,0,,2026-04-01T17:16:17.889Z,estimated,Lucknow Super Giants,3,3.3,0.3,Delhi Capitals,97,96.7,-0.3,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,14.1,1,"Back of length on middle, flicked to deep-backward square",2026-04-01T17:17:09.000Z,exact,Lucknow Super Giants,2.9,2.8,-0.1,Delhi Capitals,97.1,97.2,0.1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,14.2,0,"Beaten. Went to ramp it over the keeper. Limboed to the leg side and got the bat up, the bouncer over him beat him for pace",2026-04-01T17:17:42.000Z,exact,Lucknow Super Giants,3.9,3.1,-0.8,Delhi Capitals,96.1,96.9,0.8,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,14.3,1,"Thats audacious, making room to Nortje before he delivers. Back of length ball over middle is cut hard to deep cover point",2026-04-01T17:18:18.000Z,exact,Lucknow Super Giants,3,3,0,Delhi Capitals,97,97,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,14.4,4,"French cut goes to the fine-leg boundary. Back of length just outside off, seam-up and it decks back in, Stubbs is on the back foot looking to square-drive it, gets an under-edge",2026-04-01T17:18:57.000Z,exact,Lucknow Super Giants,2,1.9,-0.1,Delhi Capitals,98,98.1,0.1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,14.5,0,"Back of length on off, flicked to midwicket",2026-04-01T17:19:38.000Z,exact,Lucknow Super Giants,2,2.8,0.8,Delhi Capitals,98,97.2,-0.8,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,14.6,1,"Back of length outside off, guided off the back foot to deep third",2026-04-01T17:20:14.000Z,exact,Lucknow Super Giants,2.1,2,-0.1,Delhi Capitals,97.9,98,0.1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,15.1,1,"Length at the stumps, punched to long-on",2026-04-01T17:21:28.000Z,exact,Lucknow Super Giants,2,2,0,Delhi Capitals,98,98,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,15.2,1,"Might be out, no. Too far back for mid-off . Badoni ran to his right but the and the ball fell well forward. Was a back of length ball just outside off that Rizvi looked to pull across. Got opened up fully",2026-04-01T17:22:03.000Z,exact,Lucknow Super Giants,2.6,2.7,0.1,Delhi Capitals,97.4,97.3,-0.1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,15.3,1,"Pace off, short of length, helped to fine leg",2026-04-01T17:22:39.000Z,exact,Lucknow Super Giants,3,2,-1,Delhi Capitals,97,98,1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,15.4,4,"Bouncer has been helped fine with a pull, close to deep fine leg - who is fine - but beats him. Rizvi's head was going down and he crouched a touch as he played the shot.",2026-04-01T17:23:26.000Z,exact,Lucknow Super Giants,1,1,0,Delhi Capitals,99,99,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,15.5,6,More ready for this. Slower one halfway down the pitch. At the stumps. Pulled flat over deep square leg. That's the game all but done. Hundred partnership up,2026-04-01T17:24:12.000Z,exact,Lucknow Super Giants,0.5,0.5,0,Delhi Capitals,99.5,99.5,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,15.6,0,"Hard length on off, defended to the bowler's left",2026-04-01T17:24:50.000Z,exact,Lucknow Super Giants,0.1,0.1,0,Delhi Capitals,99.9,99.9,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,16.1,0,"Length on off, punched off the back foot to cover",2026-04-01T17:26:11.000Z,exact,Lucknow Super Giants,0.3,0.2,-0.1,Delhi Capitals,99.7,99.8,0.1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,16.2,6,Hostile pace meets incredible strokeplay! No using the pace business. Stubbs stands tall and flat bats a 144ks back of length ball from just outside off. Clears long-on for an 81-metre six,2026-04-01T17:26:44.000Z,exact,Lucknow Super Giants,0.2,0.1,-0.1,Delhi Capitals,99.8,99.9,0.1,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,16.3,1,Slower full ball on middle is defended softly to mid-on,2026-04-01T17:27:21.000Z,exact,Lucknow Super Giants,0.1,0.1,0,Delhi Capitals,99.9,99.9,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,16.4,5wd,"Makes room, Nortje looks to follow him with a bumper but it's too short and beats the keeper too. Rizvi looked to ramp it over the keeper, needed no contact in the end",2026-04-01T17:27:59.000Z,exact,Lucknow Super Giants,0.1,0.1,0,Delhi Capitals,99.9,99.9,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,16.5,0,That deserved more than one. Crunched the cover drive with one foot in front of leg stump and the other well down leg. Full ball hit from around middle,2026-04-01T17:29:37.000Z,exact,Lucknow Super Giants,0.1,0.1,0,Delhi Capitals,99.9,99.9,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,16.6,1,"Back of length just outside off, punched to cover",2026-04-01T17:30:11.000Z,exact,Lucknow Super Giants,0.1,0.1,0,Delhi Capitals,99.9,99.9,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,16.7,0,,2026-04-01T17:30:45.500Z,estimated,Lucknow Super Giants,0.1,0.1,0,Delhi Capitals,99.9,99.9,0,trade,trade
2026,2026-04-01,1527678,lucknow-super-giants-vs-delhi-capitals-1527678,cricipl-luc-del-2026-04-01,https://www.espncricinfo.com/series/ipl-2026-1510719/lucknow-super-giants-vs-delhi-capitals-5th-match-1527678/ball-by-ball-commentary,full_cricsheet,2,Delhi Capitals,Lucknow Super Giants,17.1,6,Final ball as it turns out. Long-hop just outside off is hauled over deep midwicket with a pull. Rizvi smiles and punches Stubbs' arms as they hug,2026-04-01T17:31:20.000Z,exact,Lucknow Super Giants,0.1,0.1,0,Delhi Capitals,99.9,99.9,0,trade,trade
2026,2026-04-02,1527679,sunrisers-hyderabad-vs-kolkata-knight-riders-1527679,cricipl-kol-sun-2026-04-02,https://www.espncricinfo.com/series/ipl-2026-1510719/kolkata-knight-riders-vs-sunrisers-hyderabad-6th-match-1527679/ball-by-ball-commentary,full_cricsheet,1,Sunrisers Hyderabad,Kolkata Knight Riders,0.1,0,,2026-04-02T14:01:22.000Z,exact,Sunrisers Hyderabad,46,46,0,Kolkata Knight Riders,54,54,0,trade,trade
2026,2026-04-02,1527679,sunrisers-hyderabad-vs-kolkata-knight-riders-1527679,cricipl-kol-sun-2026-04-02,https://www.espncricinfo.com/series/ipl-2026-1510719/kolkata-knight-riders-vs-sunrisers-hyderabad-6th-match-1527679/ball-by-ball-commentary,full_cricsheet,1,Sunrisers Hyderabad,Kolkata Knight Riders,0.2,0,,2026-04-02T14:01:57.000Z,exact,Sunrisers Hyderabad,46,44,-2,Kolkata Knight Riders,54,56,2,trade,trade
2026,2026-04-02,1527679,sunrisers-hyderabad-vs-kolkata-knight-riders-1527679,cricipl-kol-sun-2026-04-02,https://www.espncricinfo.com/series/ipl-2026-1510719/kolkata-knight-riders-vs-sunrisers-hyderabad-6th-match-1527679/ball-by-ball-commentary,full_cricsheet,1,Sunrisers Hyderabad,Kolkata Knight Riders,0.3,0,,2026-04-02T14:02:28.000Z,exact,Sunrisers Hyderabad,44,43,-1,Kolkata Knight Riders,56,57,1,trade,trade
2026,2026-04-02,1527679,sunrisers-hyderabad-vs-kolkata-knight-riders-1527679,cricipl-kol-sun-2026-04-02,https://www.espncricinfo.com/series/ipl-2026-1510719/kolkata-knight-riders-vs-sunrisers-hyderabad-6th-match-1527679/ball-by-ball-commentary,full_cricsheet,1,Sunrisers Hyderabad,Kolkata Knight Riders,0.4,1,,2026-04-02T14:02:55.000Z,exact,Sunrisers Hyderabad,43,42,-1,Kolkata Knight Riders,57,58,1,trade,trade
2026,2026-04-02,1527679,sunrisers-hyderabad-vs-kolkata-knight-riders-1527679,cricipl-kol-sun-2026-04-02,https://www.espncricinfo.com/series/ipl-2026-1510719/kolkata-knight-riders-vs-sunrisers-hyderabad-6th-match-1527679/ball-by-ball-commentary,full_cricsheet,1,Sunrisers Hyderabad,Kolkata Knight Riders,0.5,1,,2026-04-02T14:03:33.000Z,exact,Sunrisers Hyderabad,42,42,0,Kolkata Knight Riders,58,58,0,trade,trade
2026,2026-04-02,1527679,sunrisers-hyderabad-vs-kolkata-knight-riders-1527679,cricipl-kol-sun-2026-04-02,https://www.espncricinfo.com/series/ipl-2026-1510719/kolkata-knight-riders-vs-sunrisers-hyderabad-6th-match-1527679/ball-by-ball-commentary,full_cricsheet,1,Sunrisers Hyderabad,Kolkata Knight Riders,0.6,4,,2026-04-02T14:04:24.000Z,exact,Sunrisers Hyderabad,44,44,0,Kolkata Knight Riders,56,56,0,trade,trade
2026,2026-04-02,1527679,sunrisers-hyderabad-vs-kolkata-knight-riders-1527679,cricipl-kol-sun-2026-04-02,https://www.espncricinfo.com/series/ipl-2026-1510719/kolkata-knight-riders-vs-sunrisers-hyderabad-6th-match-1527679/ball-by-ball-commentary,full_cricsheet,1,Sunrisers Hyderabad,Kolkata Knight Riders,1.1,1,,2026-04-02T14:05:16.098Z,estimated,Sunrisers Hyderabad,45,45,0,Kolkata Knight Riders,55,55,0,trade,trade
