season,match_date,source_match_id,match_slug,event_slug,commentary_url,delivery_source_mode,inning,batting_team,bowling_team,ball,event,commentary,timestamp,timestamp_source,primary_team,primary_before_pct,primary_after_pct,primary_delta_pct,secondary_team,secondary_before_pct,secondary_after_pct,secondary_delta_pct,pricing_source_before,pricing_source_after
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,4.5,0,,2026-03-30T14:27:54.042Z,estimated,Chennai Super Kings,27,27,0,Rajasthan Royals,73,73,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,4.6,1,,2026-03-30T14:28:47.697Z,estimated,Chennai Super Kings,28,28,0,Rajasthan Royals,72,72,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,4.7,4,,2026-03-30T14:29:41.353Z,estimated,Chennai Super Kings,27,27.3,0.3,Rajasthan Royals,73,72.7,-0.3,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,5.1,1,,2026-03-30T14:30:35.008Z,estimated,Chennai Super Kings,28,26,-2,Rajasthan Royals,72,74,2,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,5.2,1,,2026-03-30T14:31:28.664Z,estimated,Chennai Super Kings,26,27,1,Rajasthan Royals,74,73,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,5.3,0+W,,2026-03-30T14:32:22.319Z,estimated,Chennai Super Kings,26,27,1,Rajasthan Royals,74,73,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,5.4,2,,2026-03-30T14:33:15.975Z,estimated,Chennai Super Kings,27,27,0,Rajasthan Royals,73,73,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,5.5,1,,2026-03-30T14:34:09.630Z,estimated,Chennai Super Kings,27,29,2,Rajasthan Royals,73,71,-2,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,5.6,0,,2026-03-30T14:35:03.286Z,estimated,Chennai Super Kings,26,28,2,Rajasthan Royals,74,72,-2,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,6.1,0,,2026-03-30T14:35:56.941Z,estimated,Chennai Super Kings,21,21,0,Rajasthan Royals,79,79,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,6.2,1,,2026-03-30T14:36:50.597Z,estimated,Chennai Super Kings,20,21,1,Rajasthan Royals,80,79,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,6.3,1,,2026-03-30T14:37:44.252Z,estimated,Chennai Super Kings,21,23,2,Rajasthan Royals,79,77,-2,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,6.4,1,,2026-03-30T14:38:37.908Z,estimated,Chennai Super Kings,22,22,0,Rajasthan Royals,78,78,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,6.5,1,,2026-03-30T14:39:31.563Z,estimated,Chennai Super Kings,21,20,-1,Rajasthan Royals,79,80,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,6.6,6,,2026-03-30T14:40:25.218Z,estimated,Chennai Super Kings,20,20,0,Rajasthan Royals,80,80,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,7.1,0,,2026-03-30T14:41:18.874Z,estimated,Chennai Super Kings,21,22,1,Rajasthan Royals,79,78,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,7.2,0+W,,2026-03-30T14:42:12.529Z,estimated,Chennai Super Kings,24,24,0,Rajasthan Royals,76,76,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,7.3,6,,2026-03-30T14:43:06.185Z,estimated,Chennai Super Kings,23,23,0,Rajasthan Royals,77,77,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,7.4,0,,2026-03-30T14:43:59.840Z,estimated,Chennai Super Kings,16.3,18,1.7,Rajasthan Royals,83.7,82,-1.7,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,7.5,0,,2026-03-30T14:44:53.496Z,estimated,Chennai Super Kings,17,16,-1,Rajasthan Royals,83,84,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,7.6,0+W,,2026-03-30T14:45:47.151Z,estimated,Chennai Super Kings,16,17,1,Rajasthan Royals,84,83,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,8.1,2,,2026-03-30T14:46:40.807Z,estimated,Chennai Super Kings,17,17,0,Rajasthan Royals,83,83,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,8.2,0,,2026-03-30T14:47:34.462Z,estimated,Chennai Super Kings,18.9,17,-1.9,Rajasthan Royals,81.1,83,1.9,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,8.3,1,,2026-03-30T14:48:28.118Z,estimated,Chennai Super Kings,12,10,-2,Rajasthan Royals,88,90,2,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,8.4,0,,2026-03-30T14:49:21.773Z,estimated,Chennai Super Kings,10,10,0,Rajasthan Royals,90,90,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,8.5,1,,2026-03-30T14:50:15.429Z,estimated,Chennai Super Kings,8,8,0,Rajasthan Royals,92,92,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,8.6,1,,2026-03-30T14:51:09.084Z,estimated,Chennai Super Kings,8,8,0,Rajasthan Royals,92,92,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,9.1,0,,2026-03-30T14:52:02.739Z,estimated,Chennai Super Kings,8,8,0,Rajasthan Royals,92,92,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,9.2,0,,2026-03-30T14:52:56.395Z,estimated,Chennai Super Kings,8,8,0,Rajasthan Royals,92,92,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,9.3,1,,2026-03-30T14:53:50.050Z,estimated,Chennai Super Kings,8,8,0,Rajasthan Royals,92,92,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,9.4,0,,2026-03-30T14:54:43.706Z,estimated,Chennai Super Kings,9,8,-1,Rajasthan Royals,91,92,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,9.5,6,,2026-03-30T14:55:37.361Z,estimated,Chennai Super Kings,8,9,1,Rajasthan Royals,92,91,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,9.6,1,,2026-03-30T14:56:31.017Z,estimated,Chennai Super Kings,9,9,0,Rajasthan Royals,91,91,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,10.1,1,,2026-03-30T14:57:24.672Z,estimated,Chennai Super Kings,9,10,1,Rajasthan Royals,91,90,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,10.2,wd,,2026-03-30T14:58:18.328Z,estimated,Chennai Super Kings,10,10,0,Rajasthan Royals,90,90,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,10.3,2,,2026-03-30T14:59:11.983Z,estimated,Chennai Super Kings,10,10,0,Rajasthan Royals,90,90,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,10.4,0+W,,2026-03-30T15:00:05.639Z,estimated,Chennai Super Kings,10,10,0,Rajasthan Royals,90,90,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,10.5,0,,2026-03-30T15:00:59.294Z,estimated,Chennai Super Kings,6,8,2,Rajasthan Royals,94,92,-2,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,10.6,0,,2026-03-30T15:01:52.950Z,estimated,Chennai Super Kings,6,5,-1,Rajasthan Royals,94,95,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,10.7,0,,2026-03-30T15:02:46.605Z,estimated,Chennai Super Kings,5,6,1,Rajasthan Royals,95,94,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,11.1,1,,2026-03-30T15:03:40.261Z,estimated,Chennai Super Kings,6,5,-1,Rajasthan Royals,94,95,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,11.2,1,,2026-03-30T15:04:33.916Z,estimated,Chennai Super Kings,6,7,1,Rajasthan Royals,94,93,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,11.3,0,,2026-03-30T15:05:27.571Z,estimated,Chennai Super Kings,6,5,-1,Rajasthan Royals,94,95,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,11.4,2,,2026-03-30T15:06:21.227Z,estimated,Chennai Super Kings,6,5,-1,Rajasthan Royals,94,95,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,11.5,lb,,2026-03-30T15:07:14.882Z,estimated,Chennai Super Kings,5,6,1,Rajasthan Royals,95,94,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,11.6,0,,2026-03-30T15:08:08.538Z,estimated,Chennai Super Kings,6,6,0,Rajasthan Royals,94,94,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,12.1,3,,2026-03-30T15:09:02.193Z,estimated,Chennai Super Kings,6,6,0,Rajasthan Royals,94,94,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,12.2,0,,2026-03-30T15:09:55.849Z,estimated,Chennai Super Kings,5,5,0,Rajasthan Royals,95,95,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,12.3,0,,2026-03-30T15:10:49.504Z,estimated,Chennai Super Kings,5,7,2,Rajasthan Royals,95,93,-2,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,12.4,0,,2026-03-30T15:11:43.160Z,estimated,Chennai Super Kings,7,6,-1,Rajasthan Royals,93,94,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,12.5,0+W,,2026-03-30T15:12:36.815Z,estimated,Chennai Super Kings,6,5,-1,Rajasthan Royals,94,95,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,12.6,0,,2026-03-30T15:13:30.471Z,estimated,Chennai Super Kings,4,5,1,Rajasthan Royals,96,95,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,13.1,2,,2026-03-30T15:14:24.126Z,estimated,Chennai Super Kings,4,4,0,Rajasthan Royals,96,96,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,13.2,0,,2026-03-30T15:15:17.782Z,estimated,Chennai Super Kings,4,4,0,Rajasthan Royals,96,96,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,13.3,0,,2026-03-30T15:16:11.437Z,estimated,Chennai Super Kings,4,4,0,Rajasthan Royals,96,96,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,13.4,0,,2026-03-30T15:17:05.092Z,estimated,Chennai Super Kings,4,4,0,Rajasthan Royals,96,96,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,13.5,wd,,2026-03-30T15:17:58.748Z,estimated,Chennai Super Kings,5,4,-1,Rajasthan Royals,95,96,1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,13.6,0,,2026-03-30T15:18:52.403Z,estimated,Chennai Super Kings,5,5,0,Rajasthan Royals,95,95,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,13.7,1,,2026-03-30T15:19:46.059Z,estimated,Chennai Super Kings,5,5,0,Rajasthan Royals,95,95,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,14.1,1,,2026-03-30T15:20:39.714Z,estimated,Chennai Super Kings,4,4,0,Rajasthan Royals,96,96,0,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,14.2,0,,2026-03-30T15:21:33.370Z,estimated,Chennai Super Kings,4,5,1,Rajasthan Royals,96,95,-1,trade,trade
2026,2026-03-30,1527676,chennai-super-kings-vs-rajasthan-royals-1527676,cricipl-raj-che-2026-03-30,https://www.espncricinfo.com/series/ipl-2026-1510719/rajasthan-royals-vs-chennai-super-kings-3rd-match-1527676/ball-by-ball-commentary,full_cricsheet,1,Chennai Super Kings,Rajasthan Royals,14.3,0,,2026-03-30T15:22:27.025Z,estimated,Chennai Super Kings,4,4,0,Rajasthan Royals,96,96,0,trade,trade
